Student,SUB_1,SUB_2,SUB_3,SUB_4,SUB_5,SUB_6,SUB_7,SUB_8,SUB_9,SUB_10,USUB_1,USUB_2,USUB_3,USUB_4,USUB_5,USUB_6,USUB_7,USUB_8,USUB_9,USUB_10,SGD_1,SGD_2,SGD_3,SGD_4,SGD_5,SGD_6,SGD_7,SGD_8,SGD_9,SGD_10
346,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,Understanding the Self,Living in the IT Era,Data Structures & Algorithms,Physical Education 3,Parallel & Distributed Computing,Technopreneurship,Ethics,1,2,1,1,2,3,2,3,2,2,81,78,72,71,90,70,82,74,84,82
347,Computer Programming,Discrete Structures,Life & Works of Rizal,Ethics,Understanding the Self,Data Structures & Algorithms,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Readings in Philippine History,3,3,1,2,1,3,1,2,3,1,90,71,94,93,78,76,73,83,80,89
348,Technopreneurship,Ethics,Life & Works of Rizal,Computer Programming,Essentials of Catholic Faith & Life,Differential Calculus,Art Appreciation,Discrete Structures,Physical Education 3,Data Structures & Algorithms,2,2,1,3,1,3,1,3,2,3,88,95,75,84,77,99,84,100,87,80
349,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Readings in Philippine History,Data Structures & Algorithms,Ethics,Differential Calculus,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Computer Programming,2,2,1,1,3,2,3,3,1,3,70,70,99,75,96,92,75,88,74,76
350,Computer Programming,Differential Calculus,Technopreneurship,Data Structures & Algorithms,Understanding the Self,Living in the IT Era,Physical Education 3,Discrete Structures,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),3,3,2,3,1,2,2,3,1,2,97,85,88,71,71,79,97,75,78,82
351,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Differential Calculus,Readings in Philippine History,Parallel & Distributed Computing,Computer Programming,Ethics,Essentials of Catholic Faith & Life,Life & Works of Rizal,Physical Education 3,2,3,3,1,3,3,2,1,1,2,82,93,91,71,96,100,73,75,87,87
352,Understanding the Self,Data Structures & Algorithms,Differential Calculus,Ethics,Discrete Structures,Parallel & Distributed Computing,Art Appreciation,Readings in Philippine History,Essentials of Catholic Faith & Life,Computer Programming,1,3,3,2,3,3,1,1,1,3,87,81,90,99,81,73,79,92,99,78
353,Differential Calculus,Essentials of Catholic Faith & Life,Physical Education 3,Computer Programming,Ethics,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Life & Works of Rizal,Parallel & Distributed Computing,Data Structures & Algorithms,3,1,2,3,2,2,3,1,3,3,74,88,86,83,86,70,76,91,79,80
354,Physical Education 3,Living in the IT Era,Data Structures & Algorithms,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Differential Calculus,Art Appreciation,Discrete Structures,Life & Works of Rizal,2,2,3,3,2,3,3,1,3,1,97,83,76,80,74,95,86,73,82,93
355,Discrete Structures,Physical Education 3,Essentials of Catholic Faith & Life,Art Appreciation,Parallel & Distributed Computing,Ethics,Data Structures & Algorithms,Living in the IT Era,Life & Works of Rizal,Technopreneurship,3,2,1,1,3,2,3,2,1,2,73,70,78,94,97,99,73,98,87,75
356,Essentials of Catholic Faith & Life,Readings in Philippine History,Life & Works of Rizal,Ethics,Technopreneurship,Living in the IT Era,Computer Programming,Art Appreciation,Parallel & Distributed Computing,Differential Calculus,1,1,1,2,2,2,3,1,3,3,95,88,96,84,92,99,94,81,84,93
357,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Parallel & Distributed Computing,Understanding the Self,Ethics,Data Structures & Algorithms,Living in the IT Era,Readings in Philippine History,Physical Education 3,Art Appreciation,2,3,3,1,2,3,2,1,2,1,74,95,88,84,85,99,85,81,100,100
358,Life & Works of Rizal,Essentials of Catholic Faith & Life,Living in the IT Era,Computer Programming,Readings in Philippine History,Ethics,Differential Calculus,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,1,1,2,3,1,2,3,1,2,2,89,77,94,94,78,88,82,80,88,79
359,Readings in Philippine History,Technopreneurship,Discrete Structures,Essentials of Catholic Faith & Life,Understanding the Self,Computer Programming,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Data Structures & Algorithms,1,2,3,1,1,3,1,2,1,3,76,90,70,72,90,83,89,100,90,86
360,Readings in Philippine History,Physical Education 3,Discrete Structures,Ethics,Essentials of Catholic Faith & Life,Computer Programming,Living in the IT Era,Parallel & Distributed Computing,Data Structures & Algorithms,Art Appreciation,1,2,3,2,1,3,2,3,3,1,79,75,71,99,90,97,97,89,86,71
361,Physical Education 3,Discrete Structures,Computer Programming,Art Appreciation,Parallel & Distributed Computing,Life & Works of Rizal,Ethics,Technopreneurship,Differential Calculus,Essentials of Catholic Faith & Life,2,3,3,1,3,1,2,2,3,1,82,78,92,99,89,100,78,73,89,91
362,Data Structures & Algorithms,Art Appreciation,Computer Programming,Life & Works of Rizal,Discrete Structures,Physical Education 3,Understanding the Self,Technopreneurship,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),3,1,3,1,3,2,1,2,1,2,76,74,87,77,95,91,70,92,72,99
363,Art Appreciation,Readings in Philippine History,Discrete Structures,Living in the IT Era,Technopreneurship,Physical Education 3,Essentials of Catholic Faith & Life,Computer Programming,Understanding the Self,Differential Calculus,1,1,3,2,2,2,1,3,1,3,83,88,81,92,99,97,74,81,95,78
364,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Life & Works of Rizal,Living in the IT Era,Differential Calculus,Ethics,Art Appreciation,Computer Programming,3,2,3,1,1,2,3,2,1,3,98,82,85,100,79,80,81,91,73,81
365,Parallel & Distributed Computing,Physical Education 3,Differential Calculus,Discrete Structures,Essentials of Catholic Faith & Life,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Art Appreciation,Data Structures & Algorithms,3,2,3,3,1,2,2,1,1,3,92,74,70,84,88,75,84,88,98,82
366,Physical Education 3,Differential Calculus,Living in the IT Era,Ethics,Parallel & Distributed Computing,Computer Programming,Discrete Structures,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,2,3,2,2,3,3,3,1,2,1,77,92,70,71,98,97,86,89,94,72
367,Computer Programming,Life & Works of Rizal,Data Structures & Algorithms,Art Appreciation,Physical Education 3,Ethics,Differential Calculus,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Technopreneurship,3,1,3,1,2,2,3,2,3,2,77,94,90,93,80,99,80,86,74,88
368,Technopreneurship,Essentials of Catholic Faith & Life,Readings in Philippine History,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Life & Works of Rizal,Ethics,Parallel & Distributed Computing,Differential Calculus,2,1,1,3,2,2,1,2,3,3,87,95,89,89,99,96,95,97,81,91
369,Technopreneurship,Understanding the Self,Data Structures & Algorithms,Living in the IT Era,Readings in Philippine History,Ethics,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Parallel & Distributed Computing,Physical Education 3,2,1,3,2,1,2,2,3,3,2,76,70,85,82,93,77,92,98,99,95
370,Readings in Philippine History,Life & Works of Rizal,Data Structures & Algorithms,Discrete Structures,Differential Calculus,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Parallel & Distributed Computing,Understanding the Self,1,1,3,3,3,2,2,3,3,1,96,84,87,79,96,81,85,95,90,99
371,Technopreneurship,Essentials of Catholic Faith & Life,Understanding the Self,Life & Works of Rizal,Art Appreciation,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Readings in Philippine History,Data Structures & Algorithms,2,1,1,1,1,3,2,2,1,3,89,100,100,82,86,91,70,70,89,70
372,Living in the IT Era,Life & Works of Rizal,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Ethics,Technopreneurship,Differential Calculus,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,2,1,3,1,2,2,3,1,2,2,72,87,78,96,99,88,71,73,96,73
373,Parallel & Distributed Computing,Physical Education 3,Computer Programming,Understanding the Self,Readings in Philippine History,Living in the IT Era,Data Structures & Algorithms,Differential Calculus,Essentials of Catholic Faith & Life,Technopreneurship,3,2,3,1,1,2,3,3,1,2,88,97,79,82,96,78,89,91,71,88
374,Differential Calculus,Readings in Philippine History,Data Structures & Algorithms,Computer Programming,Life & Works of Rizal,Physical Education 3,Technopreneurship,Understanding the Self,Ethics,Basic Grammar & Writing Composition (Nihongo),3,1,3,3,1,2,2,1,2,2,82,90,73,79,77,87,82,100,89,79
375,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Computer Programming,Living in the IT Era,Parallel & Distributed Computing,Discrete Structures,Ethics,Life & Works of Rizal,Physical Education 3,1,2,3,3,2,3,3,2,1,2,88,80,89,96,76,87,74,71,85,90
376,Computer Programming,Parallel & Distributed Computing,Data Structures & Algorithms,Ethics,Discrete Structures,Art Appreciation,Understanding the Self,Living in the IT Era,Essentials of Catholic Faith & Life,Technopreneurship,3,3,3,2,3,1,1,2,1,2,98,85,95,80,86,80,77,90,76,85
377,Essentials of Catholic Faith & Life,Life & Works of Rizal,Data Structures & Algorithms,Technopreneurship,Physical Education 3,Art Appreciation,Living in the IT Era,Computer Programming,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),1,1,3,2,2,1,2,3,1,2,98,80,88,98,80,83,99,76,76,74
378,Understanding the Self,Technopreneurship,Readings in Philippine History,Computer Programming,Art Appreciation,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Discrete Structures,Ethics,Living in the IT Era,1,2,1,3,1,1,3,3,2,2,81,87,73,94,73,95,79,91,85,84
379,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Data Structures & Algorithms,Discrete Structures,Understanding the Self,Essentials of Catholic Faith & Life,Living in the IT Era,Life & Works of Rizal,Art Appreciation,Ethics,2,2,3,3,1,1,2,1,1,2,92,96,93,97,83,78,83,94,73,75
380,Physical Education 3,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Ethics,Discrete Structures,Essentials of Catholic Faith & Life,Technopreneurship,Life & Works of Rizal,Computer Programming,Data Structures & Algorithms,2,1,2,2,3,1,2,1,3,3,94,82,92,71,100,73,93,83,96,92
381,Differential Calculus,Discrete Structures,Essentials of Catholic Faith & Life,Understanding the Self,Life & Works of Rizal,Physical Education 3,Art Appreciation,Parallel & Distributed Computing,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),3,3,1,1,1,2,1,3,2,2,79,83,76,83,79,95,88,81,90,91
382,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Parallel & Distributed Computing,Understanding the Self,Essentials of Catholic Faith & Life,Computer Programming,Technopreneurship,Physical Education 3,Living in the IT Era,Readings in Philippine History,2,3,3,1,1,3,2,2,2,1,82,82,89,85,100,70,88,99,84,99
383,Living in the IT Era,Technopreneurship,Parallel & Distributed Computing,Differential Calculus,Physical Education 3,Readings in Philippine History,Art Appreciation,Essentials of Catholic Faith & Life,Life & Works of Rizal,Data Structures & Algorithms,2,2,3,3,2,1,1,1,1,3,82,86,90,82,93,89,72,71,76,85
384,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Understanding the Self,Living in the IT Era,Differential Calculus,Data Structures & Algorithms,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Ethics,Life & Works of Rizal,2,1,1,2,3,3,3,1,2,1,71,75,91,91,76,90,78,79,94,100
385,Computer Programming,Differential Calculus,Parallel & Distributed Computing,Ethics,Technopreneurship,Discrete Structures,Living in the IT Era,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,3,3,3,2,2,3,2,1,2,1,93,84,73,96,72,76,81,76,75,100
386,Essentials of Catholic Faith & Life,Data Structures & Algorithms,Understanding the Self,Technopreneurship,Computer Programming,Ethics,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Discrete Structures,Parallel & Distributed Computing,1,3,1,2,3,2,2,2,3,3,92,91,94,85,82,98,89,83,94,89
387,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Readings in Philippine History,Discrete Structures,Parallel & Distributed Computing,Technopreneurship,Art Appreciation,Physical Education 3,Essentials of Catholic Faith & Life,Understanding the Self,2,1,1,3,3,2,1,2,1,1,100,82,86,88,84,70,80,98,80,74
388,Computer Programming,Physical Education 3,Art Appreciation,Life & Works of Rizal,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Differential Calculus,Living in the IT Era,Parallel & Distributed Computing,Ethics,3,2,1,1,3,1,3,2,3,2,82,91,72,99,80,80,98,89,70,84
389,Readings in Philippine History,Ethics,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Physical Education 3,Life & Works of Rizal,Differential Calculus,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,1,2,3,1,2,1,3,3,2,2,78,73,80,71,88,95,90,85,72,91
390,Discrete Structures,Physical Education 3,Understanding the Self,Life & Works of Rizal,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Living in the IT Era,Readings in Philippine History,Computer Programming,Art Appreciation,3,2,1,1,3,1,2,1,3,1,88,87,94,73,96,96,76,73,85,99
391,Readings in Philippine History,Essentials of Catholic Faith & Life,Art Appreciation,Discrete Structures,Understanding the Self,Parallel & Distributed Computing,Ethics,Living in the IT Era,Technopreneurship,Life & Works of Rizal,1,1,1,3,1,3,2,2,2,1,92,80,91,84,95,87,86,96,82,89
392,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Computer Programming,Discrete Structures,Technopreneurship,Ethics,Life & Works of Rizal,Art Appreciation,Differential Calculus,Parallel & Distributed Computing,2,1,3,3,2,2,1,1,3,3,99,98,91,85,95,92,92,81,71,76
393,Parallel & Distributed Computing,Data Structures & Algorithms,Physical Education 3,Technopreneurship,Living in the IT Era,Art Appreciation,Differential Calculus,Essentials of Catholic Faith & Life,Ethics,Readings in Philippine History,3,3,2,2,2,1,3,1,2,1,74,94,74,92,70,73,84,91,98,79
394,Essentials of Catholic Faith & Life,Data Structures & Algorithms,Technopreneurship,Understanding the Self,Living in the IT Era,Parallel & Distributed Computing,Readings in Philippine History,Discrete Structures,Computer Programming,Basic Grammar & Writing Composition (Nihongo),1,3,2,1,2,3,1,3,3,2,88,89,76,74,98,90,79,72,97,83
395,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Discrete Structures,Ethics,Readings in Philippine History,Data Structures & Algorithms,Differential Calculus,Essentials of Catholic Faith & Life,Physical Education 3,3,2,1,3,2,1,3,3,1,2,82,74,85,99,90,99,94,72,70,70
396,Technopreneurship,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Ethics,Living in the IT Era,Data Structures & Algorithms,Differential Calculus,Art Appreciation,Essentials of Catholic Faith & Life,Computer Programming,2,1,2,2,2,3,3,1,1,3,92,81,86,74,84,94,81,86,73,92
397,Ethics,Parallel & Distributed Computing,Life & Works of Rizal,Physical Education 3,Technopreneurship,Computer Programming,Essentials of Catholic Faith & Life,Readings in Philippine History,Understanding the Self,Discrete Structures,2,3,1,2,2,3,1,1,1,3,81,74,85,71,80,76,92,86,95,97
398,Data Structures & Algorithms,Computer Programming,Living in the IT Era,Life & Works of Rizal,Readings in Philippine History,Discrete Structures,Understanding the Self,Essentials of Catholic Faith & Life,Technopreneurship,Differential Calculus,3,3,2,1,1,3,1,1,2,3,70,99,81,94,100,93,72,88,77,91
399,Essentials of Catholic Faith & Life,Understanding the Self,Living in the IT Era,Parallel & Distributed Computing,Data Structures & Algorithms,Differential Calculus,Art Appreciation,Physical Education 3,Discrete Structures,Life & Works of Rizal,1,1,2,3,3,3,1,2,3,1,74,74,83,85,77,71,98,97,98,88
400,Parallel & Distributed Computing,Ethics,Understanding the Self,Discrete Structures,Living in the IT Era,Differential Calculus,Readings in Philippine History,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Art Appreciation,3,2,1,3,2,3,1,3,1,1,97,89,100,83,72,74,77,83,85,79
